Date;Time;Stirrer Setpoint (rpm)
May 31, 2023;9:13:28 PM;424,00
May 31, 2023;9:13:58 PM;432,00
May 31, 2023;9:14:18 PM;440,00
May 31, 2023;9:14:38 PM;448,00
May 31, 2023;9:14:58 PM;440,00
May 31, 2023;9:15:18 PM;432,00
May 31, 2023;9:15:38 PM;424,00
May 31, 2023;9:16:48 PM;432,00
May 31, 2023;9:17:13 PM;440,00
May 31, 2023;9:17:33 PM;448,00
May 31, 2023;9:18:13 PM;440,00
May 31, 2023;9:18:33 PM;432,00
May 31, 2023;9:20:03 PM;440,00
May 31, 2023;9:20:58 PM;432,00
May 31, 2023;9:21:28 PM;440,00
May 31, 2023;9:21:48 PM;448,00
May 31, 2023;9:22:08 PM;440,00
May 31, 2023;9:22:28 PM;432,00
May 31, 2023;9:23:03 PM;424,00
May 31, 2023;9:23:23 PM;432,00
May 31, 2023;9:23:48 PM;440,00
May 31, 2023;9:24:08 PM;448,00
May 31, 2023;9:24:28 PM;440,00
May 31, 2023;9:24:48 PM;432,00
May 31, 2023;9:25:08 PM;424,00
May 31, 2023;9:25:43 PM;432,00
May 31, 2023;9:26:03 PM;440,00
May 31, 2023;9:26:23 PM;432,00
May 31, 2023;9:26:43 PM;424,00
May 31, 2023;9:27:28 PM;432,00
May 31, 2023;9:27:48 PM;440,00
May 31, 2023;9:28:49 PM;432,00
May 31, 2023;9:29:09 PM;424,00
May 31, 2023;9:29:39 PM;432,00
May 31, 2023;9:29:59 PM;440,00
May 31, 2023;9:30:19 PM;448,00
May 31, 2023;9:30:39 PM;440,00
May 31, 2023;9:30:59 PM;432,00
May 31, 2023;9:32:24 PM;440,00
May 31, 2023;9:33:59 PM;432,00
May 31, 2023;9:35:09 PM;440,00
May 31, 2023;9:35:54 PM;432,00
May 31, 2023;9:39:04 PM;440,00
May 31, 2023;9:41:09 PM;432,00
May 31, 2023;9:41:29 PM;424,00
May 31, 2023;9:41:59 PM;432,00
May 31, 2023;9:42:19 PM;440,00
May 31, 2023;9:42:39 PM;448,00
May 31, 2023;9:43:04 PM;440,00
May 31, 2023;9:43:24 PM;432,00
May 31, 2023;9:45:04 PM;440,00
May 31, 2023;9:45:49 PM;432,00
May 31, 2023;9:46:49 PM;440,00
May 31, 2023;9:47:34 PM;432,00
May 31, 2023;9:50:04 PM;440,00
May 31, 2023;9:50:59 PM;432,00
May 31, 2023;9:51:19 PM;424,00
May 31, 2023;9:51:54 PM;432,00
May 31, 2023;9:52:14 PM;440,00
May 31, 2023;9:52:44 PM;432,00
May 31, 2023;9:53:05 PM;424,00
May 31, 2023;9:53:40 PM;432,00
May 31, 2023;9:54:00 PM;440,00
May 31, 2023;9:54:50 PM;432,00
May 31, 2023;9:55:10 PM;424,00
May 31, 2023;9:55:40 PM;432,00
May 31, 2023;9:56:00 PM;440,00
May 31, 2023;9:58:05 PM;432,00
May 31, 2023;9:58:26 PM;440,00
May 31, 2023;9:59:06 PM;432,00
May 31, 2023;10:01:01 PM;440,00
May 31, 2023;10:03:21 PM;432,00
May 31, 2023;10:04:06 PM;440,00
May 31, 2023;10:04:26 PM;448,00
May 31, 2023;10:04:46 PM;440,00
May 31, 2023;10:05:06 PM;432,00
May 31, 2023;10:05:26 PM;424,00
May 31, 2023;10:05:51 PM;432,00
May 31, 2023;10:06:11 PM;440,00
May 31, 2023;10:07:21 PM;432,00
May 31, 2023;10:07:41 PM;424,00
May 31, 2023;10:08:26 PM;432,00
May 31, 2023;10:08:46 PM;440,00
May 31, 2023;10:09:21 PM;432,00
May 31, 2023;10:09:41 PM;424,00
May 31, 2023;10:10:01 PM;432,00
May 31, 2023;10:10:21 PM;440,00
May 31, 2023;10:10:41 PM;448,00
May 31, 2023;10:11:06 PM;440,00
May 31, 2023;10:11:26 PM;432,00
May 31, 2023;10:11:46 PM;424,00
May 31, 2023;10:12:41 PM;432,00
May 31, 2023;10:13:01 PM;440,00
May 31, 2023;10:13:36 PM;432,00
May 31, 2023;10:15:31 PM;440,00
May 31, 2023;10:15:56 PM;432,00
May 31, 2023;10:16:16 PM;424,00
May 31, 2023;10:16:46 PM;432,00
May 31, 2023;10:17:31 PM;440,00
May 31, 2023;10:17:51 PM;432,00
May 31, 2023;10:21:01 PM;424,00
May 31, 2023;10:21:26 PM;432,00
May 31, 2023;10:21:46 PM;440,00
May 31, 2023;10:22:06 PM;448,00
May 31, 2023;10:22:26 PM;440,00
May 31, 2023;10:22:46 PM;432,00
May 31, 2023;10:23:06 PM;424,00
May 31, 2023;10:23:41 PM;432,00
May 31, 2023;10:24:01 PM;440,00
May 31, 2023;10:25:06 PM;432,00
May 31, 2023;10:25:46 PM;424,00
May 31, 2023;10:26:37 PM;432,00
May 31, 2023;10:26:57 PM;440,00
May 31, 2023;10:27:56 PM;432,00
May 31, 2023;10:28:16 PM;424,00
May 31, 2023;10:28:46 PM;432,00
May 31, 2023;10:30:46 PM;440,00
May 31, 2023;10:32:01 PM;432,00
May 31, 2023;10:34:16 PM;424,00
May 31, 2023;10:34:41 PM;432,00
May 31, 2023;10:35:01 PM;440,00
May 31, 2023;10:35:46 PM;432,00
May 31, 2023;10:36:26 PM;424,00
May 31, 2023;10:37:16 PM;432,00
May 31, 2023;10:37:46 PM;440,00
May 31, 2023;10:38:21 PM;432,00
May 31, 2023;10:39:51 PM;440,00
May 31, 2023;10:40:41 PM;432,00
May 31, 2023;10:41:01 PM;424,00
May 31, 2023;10:41:51 PM;432,00
May 31, 2023;10:42:11 PM;440,00
May 31, 2023;10:42:31 PM;432,00
May 31, 2023;10:42:51 PM;424,00
May 31, 2023;10:43:26 PM;432,00
May 31, 2023;10:43:46 PM;440,00
May 31, 2023;10:44:06 PM;448,00
May 31, 2023;10:44:31 PM;440,00
May 31, 2023;10:44:56 PM;432,00
May 31, 2023;10:45:16 PM;424,00
May 31, 2023;10:45:46 PM;432,00
May 31, 2023;10:46:06 PM;440,00
May 31, 2023;10:46:26 PM;448,00
May 31, 2023;10:46:46 PM;440,00
May 31, 2023;10:47:06 PM;432,00
May 31, 2023;10:48:51 PM;440,00
May 31, 2023;10:49:31 PM;432,00
May 31, 2023;10:49:51 PM;424,00
May 31, 2023;10:50:26 PM;432,00
May 31, 2023;10:50:56 PM;440,00
May 31, 2023;10:51:21 PM;432,00
May 31, 2023;10:51:41 PM;424,00
May 31, 2023;10:52:11 PM;432,00
May 31, 2023;10:52:41 PM;440,00
May 31, 2023;10:53:21 PM;432,00
May 31, 2023;10:56:48 PM;440,00
May 31, 2023;10:57:43 PM;432,00
May 31, 2023;10:58:03 PM;424,00
May 31, 2023;10:58:38 PM;432,00
May 31, 2023;11:01:33 PM;424,00
May 31, 2023;11:02:03 PM;432,00
May 31, 2023;11:02:23 PM;440,00
May 31, 2023;11:03:28 PM;432,00
May 31, 2023;11:03:48 PM;424,00
May 31, 2023;11:04:28 PM;432,00
May 31, 2023;11:04:48 PM;440,00
May 31, 2023;11:05:23 PM;432,00
May 31, 2023;11:06:28 PM;440,00
May 31, 2023;11:06:53 PM;432,00
May 31, 2023;11:07:23 PM;440,00
May 31, 2023;11:07:58 PM;432,00
May 31, 2023;11:08:18 PM;424,00
May 31, 2023;11:08:48 PM;432,00
May 31, 2023;11:10:13 PM;440,00
May 31, 2023;11:10:33 PM;448,00
May 31, 2023;11:10:53 PM;440,00
May 31, 2023;11:11:13 PM;432,00
May 31, 2023;11:11:33 PM;424,00
May 31, 2023;11:12:03 PM;432,00
May 31, 2023;11:12:23 PM;440,00
May 31, 2023;11:12:53 PM;432,00
May 31, 2023;11:16:48 PM;440,00
May 31, 2023;11:17:38 PM;432,00
May 31, 2023;11:20:33 PM;440,00
May 31, 2023;11:21:28 PM;432,00
May 31, 2023;11:22:03 PM;440,00
May 31, 2023;11:22:33 PM;432,00
May 31, 2023;11:23:02 PM;424,00
May 31, 2023;11:23:22 PM;416,00
May 31, 2023;11:23:42 PM;424,00
May 31, 2023;11:24:02 PM;432,00
May 31, 2023;11:24:22 PM;440,00
May 31, 2023;11:24:42 PM;448,00
May 31, 2023;11:25:02 PM;440,00
May 31, 2023;11:25:22 PM;432,00
May 31, 2023;11:25:42 PM;424,00
May 31, 2023;11:26:27 PM;432,00
May 31, 2023;11:28:22 PM;440,00
May 31, 2023;11:28:52 PM;432,00
May 31, 2023;11:36:32 PM;440,00
May 31, 2023;11:36:52 PM;448,00
May 31, 2023;11:37:17 PM;440,00
May 31, 2023;11:37:37 PM;432,00
May 31, 2023;11:39:17 PM;440,00
May 31, 2023;11:39:52 PM;432,00
May 31, 2023;11:40:27 PM;424,00
May 31, 2023;11:40:52 PM;432,00
May 31, 2023;11:41:27 PM;440,00
May 31, 2023;11:42:02 PM;432,00
May 31, 2023;11:43:13 PM;440,00
May 31, 2023;11:43:58 PM;432,00
May 31, 2023;11:44:43 PM;440,00
May 31, 2023;11:45:28 PM;432,00
May 31, 2023;11:45:48 PM;424,00
May 31, 2023;11:46:38 PM;432,00
May 31, 2023;11:46:58 PM;440,00
May 31, 2023;11:47:28 PM;432,00
May 31, 2023;11:52:28 PM;440,00
May 31, 2023;11:53:38 PM;432,00
May 31, 2023;11:54:48 PM;440,00
May 31, 2023;11:55:23 PM;432,00
May 31, 2023;11:55:43 PM;424,00
May 31, 2023;11:56:48 PM;432,00
May 31, 2023;11:57:28 PM;440,00
May 31, 2023;11:57:58 PM;432,00
May 31, 2023;11:58:58 PM;440,00
May 31, 2023;11:59:28 PM;432,00
May 31, 2023;11:59:48 PM;424,00
Jun 1, 2023;12:00:08 AM;432,00
Jun 1, 2023;12:00:29 AM;440,00
Jun 1, 2023;12:00:54 AM;432,00
Jun 1, 2023;12:02:24 AM;440,00
Jun 1, 2023;12:03:09 AM;432,00
Jun 1, 2023;12:04:44 AM;440,00
Jun 1, 2023;12:05:14 AM;432,00
Jun 1, 2023;12:07:39 AM;440,00
Jun 1, 2023;12:07:59 AM;432,00
Jun 1, 2023;12:08:19 AM;424,00
Jun 1, 2023;12:08:49 AM;432,00
Jun 1, 2023;12:09:09 AM;440,00
Jun 1, 2023;12:09:59 AM;432,00
Jun 1, 2023;12:10:19 AM;424,00
Jun 1, 2023;12:10:54 AM;432,00
Jun 1, 2023;12:11:14 AM;440,00
Jun 1, 2023;12:11:34 AM;432,00
Jun 1, 2023;12:13:24 AM;440,00
Jun 1, 2023;12:14:14 AM;432,00
Jun 1, 2023;12:14:34 AM;424,00
Jun 1, 2023;12:14:59 AM;432,00
Jun 1, 2023;12:15:19 AM;440,00
Jun 1, 2023;12:15:49 AM;432,00
Jun 1, 2023;12:16:44 AM;440,00
Jun 1, 2023;12:17:29 AM;432,00
Jun 1, 2023;12:17:49 AM;424,00
Jun 1, 2023;12:18:24 AM;432,00
Jun 1, 2023;12:18:54 AM;440,00
Jun 1, 2023;12:19:39 AM;432,00
Jun 1, 2023;12:20:04 AM;424,00
Jun 1, 2023;12:20:29 AM;432,00
Jun 1, 2023;12:23:44 AM;440,00
Jun 1, 2023;12:24:04 AM;448,00
Jun 1, 2023;12:24:29 AM;440,00
Jun 1, 2023;12:24:49 AM;432,00
Jun 1, 2023;12:28:34 AM;440,00
Jun 1, 2023;12:28:59 AM;432,00
Jun 1, 2023;12:29:59 AM;440,00
Jun 1, 2023;12:30:34 AM;432,00
Jun 1, 2023;12:30:54 AM;424,00
Jun 1, 2023;12:31:14 AM;432,00
Jun 1, 2023;12:31:34 AM;440,00
Jun 1, 2023;12:32:09 AM;432,00
Jun 1, 2023;12:32:44 AM;440,00
Jun 1, 2023;12:33:04 AM;432,00
Jun 1, 2023;12:35:34 AM;440,00
Jun 1, 2023;12:36:29 AM;432,00
Jun 1, 2023;12:40:50 AM;424,00
Jun 1, 2023;12:41:25 AM;432,00
Jun 1, 2023;12:41:45 AM;440,00
Jun 1, 2023;12:42:20 AM;432,00
Jun 1, 2023;12:42:55 AM;440,00
Jun 1, 2023;12:43:30 AM;432,00
Jun 1, 2023;12:43:50 AM;424,00
Jun 1, 2023;12:44:20 AM;432,00
Jun 1, 2023;12:44:40 AM;440,00
Jun 1, 2023;12:45:10 AM;432,00
Jun 1, 2023;12:46:05 AM;440,00
Jun 1, 2023;12:46:40 AM;432,00
Jun 1, 2023;12:47:00 AM;424,00
Jun 1, 2023;12:47:40 AM;432,00
Jun 1, 2023;12:48:00 AM;440,00
Jun 1, 2023;12:48:35 AM;432,00
Jun 1, 2023;12:49:25 AM;440,00
Jun 1, 2023;12:50:10 AM;432,00
Jun 1, 2023;12:50:30 AM;424,00
Jun 1, 2023;12:51:05 AM;432,00
Jun 1, 2023;12:52:20 AM;440,00
Jun 1, 2023;12:52:50 AM;432,00
Jun 1, 2023;12:55:35 AM;424,00
Jun 1, 2023;12:56:00 AM;432,00
Jun 1, 2023;12:57:30 AM;440,00
Jun 1, 2023;12:57:55 AM;432,00
Jun 1, 2023;12:58:20 AM;424,00
Jun 1, 2023;12:59:00 AM;432,00
Jun 1, 2023;12:59:20 AM;440,00
Jun 1, 2023;1:00:05 AM;432,00
Jun 1, 2023;1:01:00 AM;440,00
Jun 1, 2023;1:01:25 AM;432,00
Jun 1, 2023;1:02:00 AM;440,00
Jun 1, 2023;1:03:05 AM;432,00
Jun 1, 2023;1:05:56 AM;440,00
Jun 1, 2023;1:06:21 AM;432,00
Jun 1, 2023;1:07:26 AM;440,00
Jun 1, 2023;1:08:56 AM;432,00
Jun 1, 2023;1:09:16 AM;424,00
Jun 1, 2023;1:09:51 AM;432,00
Jun 1, 2023;1:10:41 AM;440,00
Jun 1, 2023;1:11:21 AM;432,00
Jun 1, 2023;1:13:01 AM;440,00
Jun 1, 2023;1:13:41 AM;432,00
Jun 1, 2023;1:15:26 AM;440,00
Jun 1, 2023;1:15:46 AM;448,00
Jun 1, 2023;1:16:06 AM;440,00
Jun 1, 2023;1:16:26 AM;432,00
Jun 1, 2023;1:17:26 AM;440,00
Jun 1, 2023;1:17:56 AM;432,00
Jun 1, 2023;1:18:46 AM;440,00
Jun 1, 2023;1:19:06 AM;448,00
Jun 1, 2023;1:19:26 AM;440,00
Jun 1, 2023;1:19:46 AM;432,00
Jun 1, 2023;1:20:06 AM;424,00
Jun 1, 2023;1:20:41 AM;432,00
Jun 1, 2023;1:21:01 AM;440,00
Jun 1, 2023;1:21:41 AM;432,00
Jun 1, 2023;1:22:01 AM;424,00
Jun 1, 2023;1:22:41 AM;432,00
Jun 1, 2023;1:23:01 AM;440,00
Jun 1, 2023;1:23:51 AM;432,00
Jun 1, 2023;1:24:11 AM;424,00
Jun 1, 2023;1:25:01 AM;432,00
Jun 1, 2023;1:25:21 AM;440,00
Jun 1, 2023;1:26:11 AM;432,00
Jun 1, 2023;1:28:42 AM;440,00
Jun 1, 2023;1:29:27 AM;432,00
Jun 1, 2023;1:29:52 AM;424,00
Jun 1, 2023;1:30:27 AM;432,00
Jun 1, 2023;1:31:12 AM;440,00
Jun 1, 2023;1:32:22 AM;432,00
Jun 1, 2023;1:32:42 AM;424,00
Jun 1, 2023;1:33:02 AM;432,00
Jun 1, 2023;1:33:22 AM;440,00
Jun 1, 2023;1:33:42 AM;448,00
Jun 1, 2023;1:34:02 AM;440,00
Jun 1, 2023;1:34:52 AM;432,00
Jun 1, 2023;1:36:02 AM;440,00
Jun 1, 2023;1:36:52 AM;432,00
Jun 1, 2023;1:37:52 AM;440,00
Jun 1, 2023;1:38:37 AM;432,00
Jun 1, 2023;1:39:37 AM;440,00
Jun 1, 2023;1:41:07 AM;432,00
Jun 1, 2023;1:43:22 AM;440,00
Jun 1, 2023;1:44:12 AM;432,00
Jun 1, 2023;1:44:32 AM;424,00
Jun 1, 2023;1:44:57 AM;432,00
Jun 1, 2023;1:45:17 AM;440,00
Jun 1, 2023;1:46:42 AM;432,00
Jun 1, 2023;1:48:02 AM;440,00
Jun 1, 2023;1:49:12 AM;432,00
Jun 1, 2023;1:50:07 AM;440,00
Jun 1, 2023;1:50:37 AM;432,00
Jun 1, 2023;1:51:17 AM;440,00
Jun 1, 2023;1:51:37 AM;448,00
Jun 1, 2023;1:52:22 AM;440,00
Jun 1, 2023;1:52:42 AM;432,00
Jun 1, 2023;1:53:37 AM;424,00
Jun 1, 2023;1:54:07 AM;432,00
Jun 1, 2023;1:54:27 AM;440,00
Jun 1, 2023;1:55:52 AM;432,00
Jun 1, 2023;1:56:52 AM;440,00
Jun 1, 2023;1:57:27 AM;432,00
Jun 1, 2023;1:58:02 AM;440,00
Jun 1, 2023;1:58:22 AM;448,00
Jun 1, 2023;1:58:52 AM;440,00
Jun 1, 2023;1:59:12 AM;432,00
Jun 1, 2023;1:59:42 AM;440,00
Jun 1, 2023;2:00:22 AM;432,00
Jun 1, 2023;2:01:07 AM;440,00
Jun 1, 2023;2:02:17 AM;432,00
Jun 1, 2023;2:02:57 AM;440,00
Jun 1, 2023;2:04:02 AM;432,00
Jun 1, 2023;2:05:12 AM;440,00
Jun 1, 2023;2:06:42 AM;432,00
Jun 1, 2023;2:07:53 AM;440,00
Jun 1, 2023;2:08:18 AM;448,00
Jun 1, 2023;2:08:48 AM;440,00
Jun 1, 2023;2:09:08 AM;432,00
Jun 1, 2023;2:09:28 AM;424,00
Jun 1, 2023;2:09:53 AM;432,00
Jun 1, 2023;2:10:18 AM;440,00
Jun 1, 2023;2:12:58 AM;432,00
Jun 1, 2023;2:14:33 AM;440,00
Jun 1, 2023;2:16:04 AM;432,00
Jun 1, 2023;2:16:29 AM;440,00
Jun 1, 2023;2:17:39 AM;432,00
Jun 1, 2023;2:18:34 AM;440,00
Jun 1, 2023;2:23:25 AM;448,00
Jun 1, 2023;2:23:50 AM;440,00
Jun 1, 2023;2:25:45 AM;432,00
Jun 1, 2023;2:26:25 AM;440,00
Jun 1, 2023;2:28:20 AM;432,00
Jun 1, 2023;2:29:05 AM;440,00
Jun 1, 2023;2:29:25 AM;448,00
Jun 1, 2023;2:30:05 AM;440,00
Jun 1, 2023;2:31:20 AM;432,00
Jun 1, 2023;2:31:55 AM;440,00
Jun 1, 2023;2:32:15 AM;448,00
Jun 1, 2023;2:32:35 AM;440,00
Jun 1, 2023;2:34:30 AM;432,00
Jun 1, 2023;2:35:10 AM;440,00
Jun 1, 2023;2:35:30 AM;448,00
Jun 1, 2023;2:36:15 AM;440,00
Jun 1, 2023;2:37:15 AM;432,00
Jun 1, 2023;2:37:50 AM;440,00
Jun 1, 2023;2:38:10 AM;448,00
Jun 1, 2023;2:39:15 AM;440,00
Jun 1, 2023;2:39:35 AM;432,00
Jun 1, 2023;2:39:55 AM;440,00
Jun 1, 2023;2:41:40 AM;448,00
Jun 1, 2023;2:42:45 AM;440,00
Jun 1, 2023;2:45:10 AM;448,00
Jun 1, 2023;2:46:10 AM;440,00
Jun 1, 2023;2:46:30 AM;432,00
Jun 1, 2023;2:47:05 AM;440,00
Jun 1, 2023;2:47:25 AM;448,00
Jun 1, 2023;2:48:00 AM;440,00
Jun 1, 2023;2:48:20 AM;432,00
Jun 1, 2023;2:48:50 AM;440,00
Jun 1, 2023;2:49:10 AM;448,00
Jun 1, 2023;2:49:30 AM;440,00
Jun 1, 2023;2:54:20 AM;432,00
Jun 1, 2023;2:54:55 AM;440,00
Jun 1, 2023;2:56:30 AM;448,00
Jun 1, 2023;2:57:15 AM;440,00
Jun 1, 2023;2:57:35 AM;432,00
Jun 1, 2023;2:57:55 AM;440,00
Jun 1, 2023;2:58:15 AM;448,00
Jun 1, 2023;2:59:45 AM;440,00
Jun 1, 2023;3:00:05 AM;432,00
Jun 1, 2023;3:00:30 AM;440,00
Jun 1, 2023;3:00:50 AM;448,00
Jun 1, 2023;3:01:40 AM;440,00
Jun 1, 2023;3:03:05 AM;448,00
Jun 1, 2023;3:03:40 AM;440,00
Jun 1, 2023;3:04:00 AM;432,00
Jun 1, 2023;3:04:35 AM;440,00
Jun 1, 2023;3:04:55 AM;448,00
Jun 1, 2023;3:05:35 AM;440,00
Jun 1, 2023;3:05:55 AM;432,00
Jun 1, 2023;3:06:35 AM;440,00
Jun 1, 2023;3:06:55 AM;448,00
Jun 1, 2023;3:07:15 AM;456,00
Jun 1, 2023;3:07:50 AM;448,00
Jun 1, 2023;3:08:10 AM;440,00
Jun 1, 2023;3:08:45 AM;448,00
Jun 1, 2023;3:10:25 AM;440,00
Jun 1, 2023;3:12:32 AM;440,00
Jun 1, 2023;3:13:02 AM;432,00
Jun 1, 2023;3:13:37 AM;440,00
Jun 1, 2023;3:13:57 AM;448,00
Jun 1, 2023;3:15:07 AM;440,00
Jun 1, 2023;3:15:57 AM;448,00
Jun 1, 2023;3:17:07 AM;440,00
Jun 1, 2023;3:17:27 AM;432,00
Jun 1, 2023;3:17:52 AM;440,00
Jun 1, 2023;3:18:12 AM;448,00
Jun 1, 2023;3:18:57 AM;440,00
Jun 1, 2023;3:19:52 AM;448,00
Jun 1, 2023;3:21:12 AM;440,00
Jun 1, 2023;3:22:07 AM;448,00
Jun 1, 2023;3:22:27 AM;456,00
Jun 1, 2023;3:22:57 AM;448,00
Jun 1, 2023;3:23:52 AM;440,00
Jun 1, 2023;3:25:07 AM;448,00
Jun 1, 2023;3:26:37 AM;440,00
Jun 1, 2023;3:28:07 AM;448,00
Jun 1, 2023;3:30:17 AM;440,00
Jun 1, 2023;3:31:32 AM;448,00
Jun 1, 2023;3:31:52 AM;456,00
Jun 1, 2023;3:32:22 AM;448,00
Jun 1, 2023;3:32:42 AM;440,00
Jun 1, 2023;3:33:47 AM;448,00
Jun 1, 2023;3:34:07 AM;456,00
Jun 1, 2023;3:34:47 AM;448,00
Jun 1, 2023;3:35:07 AM;440,00
Jun 1, 2023;3:35:27 AM;432,00
Jun 1, 2023;3:35:52 AM;440,00
Jun 1, 2023;3:36:12 AM;448,00
Jun 1, 2023;3:37:57 AM;456,00
Jun 1, 2023;3:38:32 AM;448,00
Jun 1, 2023;3:38:52 AM;440,00
